
映像名称                       PID 会话名              会话#       内存使用  状态            用户名                                                 CPU 时间 窗口标题                                                                
========================= ======== ================ =========== ============ =============== ================================================== ============ ========================================================================
System Idle Process              0 Services                   0          8 K Unknown         NT AUTHORITY\SYSTEM                                   714:21:54 暂缺                                                                    
svchost.exe                  16004 Services                   0     10,880 K Unknown         暂缺                                                    0:00:03 暂缺                                                                    
svchost.exe                  16156 Services                   0     13,668 K Unknown         暂缺                                                    0:01:58 暂缺                                                                    
dllhost.exe                   4952 Console                    1      8,432 K Running         DESKTOP-CBSK60R\OCEAN                                   0:00:02 OleMainThreadWndName                                                    
dllhost.exe                  10016 Console                    1     13,228 K Running         DESKTOP-CBSK60R\OCEAN                                   0:00:16 OleMainThreadWndName                                                    
smartscreen.exe               4588 Console                    1     20,616 K Running         DESKTOP-CBSK60R\OCEAN                                   0:00:30 OLEChannelWnd                                                           
rundll32.exe                 17060 Console                    1      3,308 K Running         DESKTOP-CBSK60R\OCEAN                                   0:00:00 OleMainThreadWndName                                                    
HelpPane.exe                 17188 Console                    1     10,504 K Running         DESKTOP-CBSK60R\OCEAN                                   0:00:02 Windows 帮助和支持                                                      
svchost.exe                     32 Services                   0     27,552 K Unknown         暂缺                                                    0:02:02 暂缺                                                                    
svchost.exe                  17480 Services                   0      3,048 K Unknown         暂缺                                                    0:00:00 暂缺                                                                    
svchost.exe                  16904 Services                   0      8,424 K Unknown         暂缺                                                    0:00:36 暂缺                                                                    
ShellExperienceHost.exe       7932 Console                    1     42,832 K Running         DESKTOP-CBSK60R\OCEAN                                   0:00:46 新通知                                                                  
RuntimeBroker.exe            15928 Console                    1     20,048 K Running         DESKTOP-CBSK60R\OCEAN                                   0:00:18 暂缺                                                                    
SystemSettingsBroker.exe      3064 Console                    1     17,768 K Running         DESKTOP-CBSK60R\OCEAN                                   0:00:26 暂缺                                                                    
svchost.exe                  12428 Services                   0      2,336 K Unknown         暂缺                                                    0:00:06 暂缺                                                                    
svchost.exe                  17564 Console                    1      5,636 K Unknown         DESKTOP-CBSK60R\OCEAN                                   0:00:00 暂缺                                                                    
ChsIME.exe                    4528 Console                    1      7,720 K Unknown         暂缺                                                    0:00:00 暂缺                                                                    
SecurityHealthHost.exe       14148 Console                    1      2,620 K Unknown         DESKTOP-CBSK60R\OCEAN                                   0:00:00 暂缺                                                                    
svchost.exe                  19152 Services                   0      4,020 K Unknown         暂缺                                                    0:00:00 暂缺                                                                    
taskhostw.exe                 8612 Console                    1     11,896 K Running         DESKTOP-CBSK60R\OCEAN                                   0:00:07 Task Host Window                                                        
Mi Smart Mouse.exe             400 Console                    1    129,832 K Running         DESKTOP-CBSK60R\OCEAN                                   3:07:55 暂缺                                                                    
svchost.exe                  16204 Services                   0      1,488 K Unknown         暂缺                                                    0:00:00 暂缺                                                                    
MsMpEng.exe                   2756 Services                   0    252,300 K Unknown         暂缺                                                    1:18:13 暂缺                                                                    
NisSrv.exe                   17144 Services                   0      5,144 K Unknown         暂缺                                                    0:00:03 暂缺                                                                    
svchost.exe                   6452 Services                   0      1,264 K Unknown         暂缺                                                    0:00:00 暂缺                                                                    
svchost.exe                  21488 Services                   0      3,164 K Unknown         暂缺                                                    0:00:00 暂缺                                                                    
WUDFHost.exe                  5724 Services                   0      5,948 K Unknown         暂缺                                                    0:00:36 暂缺                                                                    
百度翻译.exe                  1524 Console                    1     14,144 K Unknown         DESKTOP-CBSK60R\OCEAN                                   0:00:00 暂缺                                                                    
WindowsTerminal.exe          19964 Console                    1     69,120 K Running         DESKTOP-CBSK60R\OCEAN                                   0:07:44 PowerShell                                                              
RuntimeBroker.exe            15180 Console                    1      7,240 K Unknown         DESKTOP-CBSK60R\OCEAN                                   0:00:00 暂缺                                                                    
OpenConsole.exe               2844 Console                    1      6,732 K Running         DESKTOP-CBSK60R\OCEAN                                   0:00:57 暂缺                                                                    
pwsh.exe                     21916 Console                    1     43,092 K Running         DESKTOP-CBSK60R\OCEAN                                   0:00:21 OleMainThreadWndName                                                    
OpenConsole.exe              21260 Console                    1      6,824 K Running         DESKTOP-CBSK60R\OCEAN                                   0:02:31 暂缺                                                                    
pwsh.exe                      3528 Console                    1     46,860 K Running         DESKTOP-CBSK60R\OCEAN                                   0:00:33 OleMainThreadWndName                                                    
chrome.exe                   17504 Console                    1    190,020 K Running         DESKTOP-CBSK60R\OCEAN                                   0:20:17 ERROR: (Node not found: "Main" (relative to "/root").) at: (scene/main/n
chrome.exe                    3728 Console                    1      6,140 K Running         DESKTOP-CBSK60R\OCEAN                                   0:00:02 暂缺                                                                    
